ID,Name,Age,Gender,Location,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level
143,Eric Hunter,18,Other,New Julie,11th,5.0,5.5,71,6,0.4,7,3,10,1,1.0,92,14,1.5,0.6,1.5,Browsing,7,9.0,9.0
122,Heather Wilson,14,Male,Chelseafurt,9th,4.3,3.9,64,2,2.9,10,10,6,1,0.6,119,9,1.1,1.4,1.8,Other,4,6.7,9.0
2372,Christina Fields,15,Female,Gabrielleborough,11th,3.7,6.0,64,1,1.2,10,3,9,0,1.5,117,17,2.4,1.5,0.9,Social Media,5,7.0,10.0
2866,Mark Quinn,14,Male,Port Travis,12th,0.0,5.2,65,1,1.7,5,7,2,0,1.4,144,16,2.6,1.9,1.4,Social Media,6,5.3,8.0
1190,Margaret Edwards,13,Male,Port Ana,8th,5.4,5.0,71,9,2.0,7,2,3,1,1.2,99,10,2.6,1.8,1.9,Browsing,6,7.8,10.0
2962,Justin Williamson,19,Male,South Roy,12th,5.5,7.1,86,10,1.4,9,6,7,1,1.3,72,17,4.2,2.7,1.5,Other,3,5.5,10.0
2601,Lee Gaines,19,Other,North Michaelhaven,7th,9.5,6.7,59,2,0.6,8,8,7,0,1.0,79,17,2.6,0.0,2.1,Gaming,1,8.7,10.0
1658,Michael Odonnell Jr.,14,Male,East Jessica,12th,2.7,7.7,70,5,1.1,5,5,5,0,1.2,135,20,2.8,2.3,1.1,Browsing,9,5.4,10.0
116,Cory Santiago,15,Female,Robertshire,11th,6.6,9.5,53,5,1.0,8,4,1,0,0.8,121,13,4.5,1.7,2.8,Gaming,6,6.4,10.0
1406,Robert Barnes,13,Male,Wendytown,10th,5.5,7.0,73,10,0.5,1,4,8,1,1.1,102,16,2.8,1.4,1.8,Other,9,2.5,10.0
1512,Thomas Osborne,17,Female,Schneiderstad,9th,5.5,5.8,54,8,0.8,4,7,1,1,1.3,54,13,1.5,1.7,1.0,Browsing,4,4.0,9.5
2493,Matthew Robertson,15,Female,Ramirezfurt,7th,5.0,5.6,68,10,0.8,5,6,1,0,1.5,83,16,3.4,0.2,1.7,Other,7,9.3,10.0
2798,Daniel Moran,15,Female,Port Jennifer,10th,6.0,9.2,84,5,1.0,7,9,5,1,0.8,128,20,2.1,0.5,0.9,Browsing,2,3.0,10.0
2949,Samuel Maldonado,14,Female,New Phillip,9th,3.5,5.6,75,5,0.0,7,7,9,1,0.8,143,19,3.3,0.5,0.5,Other,10,7.7,10.0
1597,Rachel Allen,13,Female,Port Tracey,7th,3.3,7.4,62,4,0.7,9,5,1,1,0.6,46,8,2.6,2.4,0.1,Browsing,6,1.9,7.1
2890,Candice Kennedy DDS,14,Other,West Stephen,10th,3.3,8.7,71,6,0.3,9,5,5,1,2.1,63,12,1.8,1.3,0.6,Social Media,3,5.6,5.7
673,Hector Mendez,15,Other,Camachoberg,7th,4.6,5.1,51,2,1.0,8,7,6,1,1.3,89,17,2.8,0.8,2.1,Gaming,7,6.8,10.0
1432,Alfred Schmidt,14,Male,East Seantown,8th,8.0,5.0,60,7,0.7,4,2,10,1,0.7,127,6,1.9,2.2,0.6,Browsing,2,5.2,10.0
2173,Joseph Ball,14,Other,Nealmouth,11th,4.3,7.9,80,5,1.1,9,7,8,0,1.5,72,15,1.3,0.2,1.6,Education,3,4.2,6.3
592,Joseph Rodgers,19,Male,Lake Rachelville,7th,3.9,7.7,58,9,0.0,4,7,7,1,0.9,51,16,2.7,1.4,0.8,Education,9,3.4,8.4
1403,Tara Washington,17,Female,Lake Michaelview,10th,6.0,5.4,62,6,1.1,6,6,1,1,1.1,79,20,2.1,0.6,1.2,Education,7,5.2,10.0
889,John Sullivan,19,Female,Port Peterhaven,9th,4.2,7.4,98,2,1.3,10,1,8,0,0.3,65,5,3.2,1.9,1.0,Education,7,14.0,7.9
1755,Johnny Spencer,16,Female,Salasside,12th,5.4,7.2,76,10,2.5,1,6,6,0,1.5,81,19,3.6,0.4,0.9,Education,1,8.0,10.0
1367,Michael Blankenship,19,Other,Jeffreyberg,7th,6.4,5.0,90,7,0.8,8,4,1,0,0.8,121,16,1.8,1.0,1.9,Other,5,7.5,10.0
2397,Ronald Davis,19,Female,Patrickborough,10th,6.4,5.3,55,9,1.9,8,3,6,0,2.2,121,13,3.8,0.2,0.9,Education,2,6.6,10.0
214,Kathleen Price,17,Other,Emmamouth,10th,3.3,5.6,59,6,0.6,7,4,10,1,1.2,140,5,2.6,1.7,0.2,Education,9,1.8,8.6
2008,Mary Taylor,15,Male,South Matthewburgh,11th,3.5,5.9,63,0,1.6,10,1,10,1,1.0,62,9,2.4,0.5,1.1,Social Media,8,4.8,6.5
2149,Amy Bryant,14,Male,Port Hunter,12th,7.4,5.6,64,7,1.3,1,3,10,1,1.3,65,19,1.8,3.6,2.1,Other,6,2.3,10.0
801,Lindsay Fry,18,Male,Sherryfort,7th,7.1,6.8,86,10,1.7,4,7,8,1,0.9,45,5,4.0,0.1,1.3,Education,7,7.1,9.7
2481,Logan Burns,15,Female,East Kristin,7th,6.9,5.6,94,6,1.2,8,3,10,0,1.2,113,8,1.2,1.8,0.3,Browsing,8,5.4,10.0
2440,Hector Wright,17,Male,Juliaborough,12th,8.4,6.1,54,0,1.2,3,2,3,1,0.8,94,19,1.8,0.2,1.4,Education,8,2.2,10.0
2284,Christopher Pena,14,Female,Elizabethbury,7th,6.4,7.6,84,2,0.7,2,1,1,0,1.1,137,15,1.2,1.9,0.2,Gaming,3,6.5,10.0
2663,Andrew Pratt,16,Male,Moodymouth,8th,4.9,6.1,51,4,1.1,9,6,9,1,0.8,142,18,0.4,1.7,0.5,Other,10,6.7,10.0
2712,Joshua Reyes,16,Male,North Maria,12th,4.6,4.4,59,5,0.0,4,5,1,0,0.0,149,18,2.1,3.5,1.9,Other,7,5.2,10.0
274,Sandra Bolton,15,Male,West Michael,9th,7.1,9.6,92,10,0.6,3,10,10,1,0.7,33,5,1.0,1.2,1.3,Social Media,6,6.6,6.2
72,Kristen Holmes,19,Other,Hickschester,12th,4.9,4.4,86,5,1.8,7,6,7,1,0.9,90,15,2.5,1.2,0.5,Other,2,4.2,10.0
1790,Anne Powers,18,Female,Vargasfort,9th,8.8,7.5,85,5,1.4,10,8,1,1,0.6,134,19,1.9,1.0,0.8,Education,8,3.7,10.0
1088,Jason Rodriguez,13,Male,Phillipsmouth,10th,8.0,5.6,66,9,0.6,2,3,8,0,1.0,143,18,2.7,1.2,0.0,Gaming,7,8.8,10.0
395,Katherine Kelley,13,Male,Diazmouth,10th,1.4,5.2,77,6,0.0,8,8,8,0,0.4,86,11,2.6,2.2,1.4,Gaming,8,4.9,7.5
584,Margaret Williams,16,Male,Michelleton,9th,2.1,7.6,95,10,1.4,9,4,10,1,1.1,145,11,1.0,1.5,1.0,Education,4,0.9,5.9
2081,Mrs. Jennifer Pena,19,Other,Larrystad,9th,6.0,7.7,96,3,0.8,10,6,3,0,0.4,132,5,1.9,2.0,2.2,Education,1,4.8,9.7
1981,Michelle Green,19,Male,Michelemouth,10th,1.5,10.0,69,5,1.4,1,1,7,0,1.5,24,16,2.9,1.3,0.8,Other,2,4.3,4.4
501,Robert Wilcox,15,Male,West April,12th,3.9,6.5,77,4,1.2,8,4,1,0,0.9,20,7,4.0,1.3,0.0,Gaming,9,6.6,7.8
2015,Tanya George,16,Female,Banksside,9th,4.2,5.9,79,0,1.4,4,1,1,0,0.5,64,11,1.9,2.7,0.6,Gaming,8,5.4,9.3
2224,Kelly Palmer,14,Female,Seanshire,12th,6.7,8.2,94,10,1.0,10,6,1,1,1.3,76,9,0.8,1.0,0.8,Other,10,5.6,7.7
2980,Travis Harris,14,Male,East Mariastad,7th,8.7,7.1,98,7,0.5,1,4,10,0,1.7,94,16,3.4,1.9,1.3,Social Media,4,7.6,10.0
2741,April Rose,19,Other,Hicksview,8th,6.3,10.0,82,10,0.0,9,6,4,0,2.3,58,14,2.0,3.6,1.3,Education,1,4.6,10.0
2319,Kevin Cherry,19,Male,North Corey,7th,6.4,6.3,68,5,0.8,4,2,10,0,1.8,26,14,1.9,1.2,0.2,Gaming,6,7.7,9.7
1260,Anthony Lopez,19,Male,West Leah,8th,4.4,5.6,53,2,0.3,9,9,7,0,0.9,66,12,3.1,2.4,0.7,Education,7,7.7,10.0
1743,Amanda Lindsey,13,Female,North Frank,11th,6.0,6.4,91,4,2.0,9,4,3,0,1.6,38,17,1.0,1.1,0.0,Browsing,10,6.2,9.1
206,Alexandra Lin,19,Other,New Kristen,9th,5.4,4.9,68,10,1.2,1,2,6,1,0.6,127,12,3.4,1.1,2.4,Other,3,3.3,10.0
734,Jessica Soto,13,Other,Bowenmouth,11th,2.4,5.6,79,10,1.5,5,2,3,1,0.4,34,12,1.4,3.8,1.1,Gaming,5,5.9,7.9
2503,Mr. Stephen Johnson DVM,18,Female,West Carlosburgh,7th,4.9,3.4,76,0,1.5,1,3,4,0,1.3,61,10,2.9,1.7,0.5,Other,1,4.4,10.0
527,Emily Cooper,16,Female,South Garyport,7th,4.1,6.4,76,4,1.7,2,3,2,1,1.1,123,20,2.7,2.7,1.1,Education,10,7.3,10.0
1376,Linda Soto,19,Other,West Charlesbury,7th,5.4,5.4,88,0,1.1,10,9,9,1,1.5,61,17,1.0,2.1,1.8,Gaming,5,4.9,10.0
899,Joshua Mendoza,13,Male,Parsonsshire,9th,7.4,4.3,97,1,1.7,4,5,5,1,1.7,69,6,1.1,1.4,0.2,Education,5,2.3,10.0
378,Michael Bell,18,Other,Abigailberg,7th,6.8,8.8,56,10,0.9,9,10,7,1,1.2,132,19,2.5,0.2,1.9,Gaming,8,5.5,10.0
1727,Ashley Peterson,16,Female,South Gabrielland,12th,8.1,3.8,85,3,0.9,4,4,4,1,1.1,98,18,3.3,1.9,2.5,Browsing,2,3.9,10.0
2683,Jonathan Jimenez,17,Male,East Danielmouth,11th,4.6,4.7,88,6,1.9,8,1,6,1,1.6,66,19,1.9,0.5,0.7,Browsing,6,7.1,9.8
2723,Matthew Lambert,17,Female,Summerland,9th,5.0,8.9,78,9,0.5,7,1,10,1,1.1,147,13,2.4,1.7,1.8,Education,5,6.3,10.0
387,Matthew Lee,14,Male,Castillofurt,7th,5.6,4.1,80,3,1.5,9,9,9,0,1.7,42,19,2.6,3.6,0.9,Education,9,8.2,10.0
199,Teresa Nelson,19,Male,Hollyton,7th,7.6,3.0,69,10,0.4,5,7,8,0,0.5,66,7,2.1,3.1,2.0,Social Media,5,5.8,10.0
1051,Mark Weber,15,Other,Millerfort,10th,4.8,5.4,64,4,2.5,2,3,6,1,0.7,146,9,1.8,0.1,0.8,Other,9,7.8,8.7
591,Mckenzie Ball,17,Female,North Billyhaven,9th,6.1,6.6,52,10,0.9,7,4,1,0,0.9,39,18,3.6,1.1,1.0,Education,2,4.1,10.0
520,Katie Rodriguez,19,Other,New Kristenland,12th,5.6,8.8,87,2,0.5,4,5,5,1,1.1,44,18,3.3,2.7,0.7,Gaming,6,8.3,10.0
2951,John Collins,16,Female,Port Ashleyland,8th,5.3,5.6,79,4,1.4,7,3,9,1,0.6,128,5,3.4,1.5,1.5,Browsing,6,8.6,10.0
430,Kevin Davis,13,Other,Juarezmouth,12th,4.0,4.8,82,8,0.0,10,10,1,1,0.7,23,18,2.4,1.0,0.3,Other,7,6.4,9.1
1084,Crystal Harris,14,Female,Susanchester,8th,4.6,7.1,63,5,2.3,6,7,5,1,0.6,85,14,2.3,0.6,0.7,Gaming,2,4.9,8.4
208,Kimberly English,17,Other,East Deborahchester,8th,6.2,4.4,56,4,0.9,1,5,6,1,1.5,46,14,2.2,1.2,0.0,Browsing,5,2.9,10.0
492,Johnny Vargas,15,Female,North Marisaside,7th,5.0,7.7,70,6,2.6,3,3,7,0,1.0,110,20,2.7,0.9,0.0,Social Media,6,3.7,10.0
1610,Christina Tate,13,Other,Sheilaburgh,8th,4.3,6.7,88,5,0.9,5,3,4,1,1.3,96,11,1.9,0.0,1.1,Social Media,5,5.6,7.0
2913,Robert Adams,15,Other,North Matthewland,12th,5.3,4.7,82,1,0.7,10,1,5,1,0.0,141,14,1.2,0.4,2.1,Other,8,6.0,10.0
793,Krystal Ellis,15,Female,New Denise,8th,1.5,9.0,95,4,0.0,8,8,3,0,0.5,84,10,3.3,2.5,1.4,Gaming,1,4.6,6.5
2020,Chris Chase,19,Other,North Jennifer,11th,8.0,6.7,67,5,0.3,5,10,7,0,1.5,43,7,2.1,1.0,0.0,Education,6,8.6,10.0
1187,Anthony Small,14,Other,Port Lynn,11th,2.3,7.5,84,9,0.6,1,9,2,1,0.7,46,6,2.8,2.1,0.0,Other,5,6.8,5.6
1186,Sean Flores,18,Other,Jesusmouth,9th,7.1,7.4,64,3,1.6,6,1,2,1,0.7,26,20,4.1,2.9,0.0,Other,3,6.3,10.0
2182,Emily Reeves,19,Female,Woodwardburgh,10th,5.9,6.8,53,4,0.5,10,7,2,1,1.7,137,9,3.7,0.0,0.2,Other,8,7.0,10.0
1341,Laura Archer,16,Male,West Jeanetteborough,9th,7.1,4.6,72,8,0.0,6,2,7,0,0.6,109,18,3.1,1.5,1.4,Education,1,5.6,10.0
2233,Mr. Lance Harding MD,14,Male,Amberburgh,12th,2.1,10.0,78,7,1.6,2,10,1,1,1.5,70,7,1.9,0.5,1.5,Social Media,6,8.4,2.3
84,Catherine Bradshaw,15,Other,Sarahfurt,10th,4.8,6.3,76,8,1.6,2,6,7,1,1.1,136,11,4.8,1.3,1.2,Social Media,8,5.3,10.0
2370,David Mendoza,16,Female,Johnsonville,12th,3.2,8.0,58,2,1.3,4,8,1,0,1.8,146,11,3.2,0.0,1.1,Browsing,8,8.6,7.5
2227,Angel Leblanc,13,Female,Lake Joshuamouth,7th,8.0,5.8,66,6,0.7,1,3,8,0,1.5,83,8,1.5,2.9,0.9,Other,8,5.3,10.0
21,Michael Williams,15,Female,Margaretmouth,12th,3.0,5.1,83,4,1.1,1,9,4,1,1.5,58,6,1.7,1.7,2.0,Social Media,8,6.7,6.2
1379,Joseph Orr,19,Male,Joshuaberg,10th,3.0,4.8,98,3,1.4,4,10,9,0,0.0,20,5,2.6,0.4,0.4,Gaming,10,9.3,5.0
1559,Alvin Fox,14,Other,Rivasport,8th,2.5,7.0,72,5,1.1,7,2,3,1,1.8,85,16,2.6,3.2,0.8,Education,6,5.0,9.7
1939,Darren Johnson,17,Other,Port Dan,9th,5.2,7.2,86,2,0.9,10,4,6,1,1.5,50,19,2.6,1.0,2.4,Education,6,5.2,10.0
2838,Alexandra Gonzales,19,Other,North Danielville,7th,2.0,7.1,68,2,1.9,8,1,1,0,0.6,145,11,2.6,0.8,0.2,Social Media,7,5.7,7.0
1938,Barbara Diaz,19,Other,Lake Raymondfurt,7th,4.4,7.5,87,6,0.1,10,10,8,1,1.0,102,17,1.1,1.5,1.8,Other,10,3.7,8.7
974,Francisco Henry,15,Male,North Lauren,8th,5.1,5.1,57,9,2.0,9,8,9,0,1.2,20,9,3.0,0.4,0.8,Other,2,3.7,8.2
2790,Justin Fleming,14,Other,Sandersland,10th,3.5,6.4,60,10,2.3,2,6,5,0,1.5,35,14,3.5,0.6,1.3,Social Media,9,5.9,7.9
884,Shelley Bass,19,Other,Sherryburgh,11th,7.1,3.8,91,7,1.4,7,4,10,0,1.3,67,5,2.7,1.2,1.0,Education,1,4.1,10.0
1099,Daniel Flores,17,Other,Lawrencechester,7th,3.2,4.7,90,5,0.0,9,3,9,1,1.2,34,15,2.9,1.7,1.2,Gaming,7,3.7,9.1
157,Elizabeth Harding,16,Female,Wilsonside,8th,7.3,6.3,77,6,0.5,3,5,6,0,0.7,138,6,2.8,1.7,2.4,Browsing,4,8.6,10.0
2277,Jeremy Martin,14,Male,Port Carrie,9th,6.6,4.8,81,8,0.1,10,2,10,0,1.3,65,8,2.7,2.7,0.6,Browsing,10,3.4,10.0
887,Cheryl Castillo,18,Other,Paigefort,8th,4.1,5.0,54,1,0.2,7,9,9,1,0.7,31,11,3.1,0.9,0.7,Education,8,7.7,8.4
2999,Barbara Hinton,17,Female,Ramirezmouth,9th,6.7,7.5,67,3,0.2,3,5,9,0,1.6,125,17,1.7,2.6,1.5,Browsing,4,6.1,10.0
1592,Cassandra Lin,17,Female,Port Joe,11th,5.1,6.4,55,4,2.1,8,3,10,1,0.7,75,17,2.5,2.8,0.0,Gaming,9,8.2,10.0
2479,Amanda Lee,16,Male,Port Bonnie,9th,4.4,7.1,52,4,0.6,2,9,3,0,0.6,98,17,2.6,1.4,0.5,Education,6,6.3,10.0
2718,Kathy Guerrero,15,Male,New Stacy,9th,3.5,5.2,59,2,2.3,9,3,10,0,0.8,81,14,3.5,2.2,0.8,Social Media,10,5.0,10.0
2535,Madison Costa,17,Male,Allenville,12th,4.3,5.9,90,5,0.9,7,7,1,0,1.3,129,14,2.6,1.9,1.9,Gaming,3,7.7,10.0
2118,Scott Phillips,15,Male,East Patrick,11th,3.9,6.8,67,8,1.0,3,3,10,1,2.0,108,5,3.0,0.0,0.9,Education,9,5.5,6.7
1473,Mark Williams,17,Female,West Timothystad,7th,5.3,7.8,71,1,1.8,7,5,2,1,1.1,37,19,3.0,1.6,1.1,Gaming,10,6.5,10.0
2649,Kyle Escobar,14,Other,New Kimshire,12th,6.2,4.4,99,10,1.0,2,10,9,0,1.1,131,8,0.8,1.9,1.3,Other,3,9.5,10.0
459,Lawrence Miles,16,Other,Taylorview,11th,4.0,7.1,96,8,1.6,7,2,3,0,0.3,32,15,3.4,0.4,1.6,Social Media,2,5.8,7.9
2499,Kenneth Moore,18,Other,South Michelle,12th,6.1,4.5,70,8,1.8,10,8,9,1,0.6,100,12,3.6,2.7,0.6,Education,1,2.8,10.0
79,Marcus Gibson,13,Other,East Thomas,8th,5.2,6.0,87,0,0.8,1,5,8,1,1.6,79,11,4.2,0.0,1.2,Gaming,6,3.7,10.0
2915,Brenda Wright,13,Other,Jeffreystad,9th,2.3,6.2,58,6,1.1,3,2,1,0,0.7,102,11,4.6,1.5,1.9,Social Media,7,1.4,9.5
1057,Darryl Wise,16,Other,East Dawn,10th,6.3,7.3,72,0,2.2,5,6,3,0,1.1,49,20,2.3,1.6,0.2,Other,9,6.1,10.0
907,John Allen,16,Female,Margaretburgh,11th,5.7,6.5,69,10,0.0,3,10,3,0,0.7,57,9,3.0,0.6,0.8,Browsing,10,8.0,9.0
1564,Robert Adkins,19,Male,Smithland,11th,5.5,6.2,50,9,1.7,7,8,3,0,1.1,49,12,1.0,1.6,0.0,Social Media,2,11.2,8.4
2427,Todd Christian,18,Male,Port Julia,7th,3.5,8.8,57,6,0.8,1,10,8,1,0.8,73,16,0.0,2.2,0.5,Social Media,7,5.4,6.0
2697,Tina Porter,18,Other,New Charles,7th,8.0,5.9,84,5,1.6,7,6,3,0,0.5,34,17,4.0,0.9,0.9,Education,3,9.5,10.0
381,Virginia Brown,19,Male,Smithhaven,8th,5.5,5.2,78,5,1.8,1,3,4,1,1.1,136,11,2.3,1.4,0.5,Browsing,6,6.8,10.0
948,George Lewis,14,Female,Port Cindy,7th,4.2,4.8,56,0,1.3,6,3,7,1,1.2,115,14,2.4,1.9,2.0,Education,4,9.4,10.0
1713,Carrie Schaefer,14,Male,South Jessica,8th,3.6,9.1,69,9,1.9,1,3,6,0,1.2,26,18,2.6,0.1,0.0,Other,8,5.0,5.9
2757,Raymond Williams,19,Male,Port Rachelbury,7th,7.1,6.3,63,9,1.2,9,4,10,1,2.2,137,16,3.2,1.3,0.2,Education,3,7.1,10.0
716,Lisa Patel,19,Male,Lake Crystal,7th,6.3,4.3,57,3,1.3,8,7,8,0,0.5,53,15,2.0,2.0,1.1,Education,7,7.8,10.0
1914,Garrett Walker,14,Other,Port Dustinburgh,8th,5.2,6.8,70,9,1.1,4,7,3,0,1.0,84,15,1.3,0.8,0.9,Browsing,7,6.8,8.6
687,William Johnson,14,Male,Ashleychester,11th,6.6,8.0,81,8,1.4,6,4,1,0,0.7,87,17,3.8,2.6,1.0,Browsing,4,7.1,10.0
2671,Deborah Gonzalez,16,Other,North Julieland,8th,11.5,8.6,96,0,1.3,3,1,10,0,0.2,58,12,3.0,0.0,1.4,Browsing,5,4.8,10.0
1294,Chloe Stone,16,Female,Atkinsonshire,10th,3.3,6.8,95,10,1.3,2,9,4,1,0.8,129,9,4.3,2.5,0.2,Education,10,5.4,10.0
306,Bill Lopez,17,Female,Hortonmouth,8th,8.2,7.6,62,10,1.5,2,6,2,0,0.8,61,10,2.2,0.0,1.2,Social Media,3,7.7,9.8
210,Jeffrey Mendoza,17,Male,Angelaside,11th,3.5,5.1,77,6,1.7,1,1,2,1,1.2,91,9,2.0,0.9,1.1,Other,2,7.7,7.5
2012,Matthew Collins,14,Female,Clementshaven,11th,4.5,5.9,64,2,1.2,4,10,2,1,1.3,56,13,3.0,0.7,0.2,Social Media,4,4.3,9.0
2222,Nicholas Bennett,14,Male,West Dillonville,10th,5.2,8.6,67,9,0.9,8,4,3,0,1.8,76,13,3.1,1.5,0.4,Browsing,10,9.4,9.6
2976,Michelle Clark,17,Male,West Maryberg,11th,4.5,8.2,98,10,1.1,8,1,9,0,1.8,53,19,2.2,2.9,2.2,Gaming,5,6.4,10.0
1538,Angela Stewart,14,Male,North Troy,10th,2.4,5.2,86,4,0.8,4,6,3,0,0.8,96,13,2.1,3.7,0.5,Education,5,11.2,10.0
886,Evelyn Martin,16,Male,Deborahfort,7th,6.6,7.0,60,0,0.5,5,2,9,1,1.1,66,13,2.6,1.1,0.1,Social Media,6,6.2,10.0
1860,Heather Owens,14,Other,Diazside,8th,2.5,9.8,59,4,1.7,3,6,6,0,0.9,46,9,1.6,0.9,0.8,Education,6,3.3,2.8
918,Timothy Taylor,15,Female,Thomasmouth,12th,5.5,6.5,67,10,0.9,10,2,4,0,1.8,120,14,2.8,1.1,1.8,Browsing,7,3.9,10.0
1887,Jennifer Thomas,15,Male,Charlesfort,7th,5.5,10.0,61,0,0.5,8,9,7,0,0.7,81,10,2.7,1.2,0.4,Social Media,5,6.7,8.0
1661,Brian Lee,16,Male,Port Darleneview,11th,3.8,4.9,91,3,1.8,4,10,7,1,1.9,138,12,2.6,0.0,0.8,Other,7,3.4,9.1
192,Barbara Hancock,18,Male,Martinport,8th,4.6,5.6,91,6,1.6,3,7,9,0,0.7,128,14,2.9,0.9,1.6,Social Media,3,3.0,10.0
1748,Jenna Johnson,14,Female,Janechester,10th,3.1,5.3,97,9,1.3,2,4,7,0,0.1,21,7,2.7,0.1,0.5,Education,8,6.0,5.1
2132,Douglas Baird,19,Female,Port Davidfort,12th,7.2,4.7,93,4,0.0,9,5,1,1,1.0,99,13,4.4,1.8,1.3,Browsing,9,4.6,10.0
1266,Matthew Phillips,15,Female,West Joshua,10th,6.3,6.5,83,9,2.0,3,7,1,0,1.5,82,17,2.7,1.7,0.6,Gaming,9,4.1,10.0
484,David Gonzalez,16,Other,East Erik,11th,5.0,6.8,86,6,1.4,3,2,1,1,0.7,76,13,0.3,0.0,2.5,Browsing,5,8.2,6.0
916,Mrs. Andrea Figueroa,17,Other,Jefferymouth,11th,2.9,6.2,50,1,0.6,2,8,9,0,1.5,56,5,3.0,1.1,0.8,Education,6,5.2,6.0
2600,Jonathan Olson,14,Other,Port Elizabethmouth,10th,3.9,6.6,50,6,0.0,6,8,2,0,0.6,34,18,1.9,1.3,0.5,Education,3,6.4,8.1
278,Steven Atkinson,14,Female,North Johnstad,9th,6.2,6.2,80,3,0.9,4,9,10,1,0.2,35,10,2.4,1.4,1.1,Browsing,7,4.2,9.6
989,Alicia Morrison,14,Male,Amandaburgh,12th,3.1,8.6,57,7,1.5,3,3,7,1,1.9,69,11,1.8,1.3,1.2,Browsing,8,2.7,5.5
1988,Melissa Scott,18,Female,Alecville,10th,4.7,10.0,93,1,1.7,5,4,3,1,1.3,127,10,3.8,2.4,2.0,Education,5,2.4,10.0
1895,Tiffany Burns,19,Other,Lake Hollychester,8th,5.6,7.4,87,0,2.0,4,5,6,1,0.7,98,10,2.4,3.4,0.1,Other,2,8.4,10.0
1870,Jeffrey Banks,15,Other,West Barbara,9th,3.3,5.3,51,2,1.6,5,2,3,0,0.8,102,15,0.6,1.8,0.8,Gaming,1,3.5,8.1
572,Charles Hendricks,13,Male,Danielfort,9th,6.3,5.3,82,7,0.5,3,6,8,1,0.4,45,19,2.5,3.0,0.2,Browsing,1,3.7,10.0
994,Meagan Bradley,15,Male,Millerport,11th,3.3,6.5,51,9,0.1,6,4,2,1,0.7,44,20,3.2,2.3,0.0,Gaming,10,1.1,10.0
2796,Kevin Smith,17,Female,New Jason,12th,8.4,7.1,90,2,2.0,7,7,8,0,1.2,71,9,1.3,1.4,1.5,Education,3,8.9,10.0
2947,Patricia Mcdonald,17,Other,Rasmussenland,8th,5.0,9.9,68,5,1.5,2,7,2,1,0.6,35,6,3.8,0.0,1.9,Education,10,2.4,5.7
586,Eric Williams,13,Other,East Elizabeth,7th,4.4,5.2,72,10,1.4,1,9,10,1,0.0,145,13,2.6,0.8,1.8,Other,2,3.3,10.0
2329,Misty Davis,18,Female,Wilkinsonville,11th,4.8,6.5,56,7,1.0,3,8,9,0,1.9,118,12,2.6,2.1,0.5,Other,7,6.0,10.0
2994,Sandra Acevedo,17,Other,Robertsville,12th,9.0,6.9,84,0,0.6,1,2,7,1,0.6,26,6,1.9,1.1,2.1,Social Media,2,7.4,10.0
1350,Mikayla Martinez,13,Other,New Justinton,10th,5.2,5.8,97,4,0.8,9,8,5,1,1.6,149,7,3.0,2.2,0.2,Gaming,4,7.6,10.0
2901,Keith Molina,19,Male,Lake Mitchell,9th,3.8,8.0,57,8,1.5,3,9,4,0,0.1,129,8,2.2,4.0,0.0,Browsing,3,4.9,10.0
675,John Weber,13,Female,West Cliffordside,10th,3.7,5.7,90,6,0.8,3,6,7,0,0.6,117,20,3.2,1.3,1.6,Other,10,5.5,10.0
2591,Jonathon Carter,13,Other,South Jamesstad,10th,4.7,7.3,64,10,0.7,1,1,2,0,1.2,29,6,3.3,0.7,1.1,Social Media,5,3.6,6.8
856,Joseph Johnson,19,Other,Parkerburgh,7th,6.1,5.3,75,6,0.4,7,8,5,0,1.8,58,12,5.0,0.2,0.9,Browsing,4,5.3,10.0
448,Madison Thomas,19,Male,Williamschester,12th,6.8,9.4,67,6,0.8,8,1,2,1,1.3,57,20,1.1,1.1,1.0,Social Media,6,7.1,9.4
1420,Ashley Wagner,14,Other,New Steven,8th,3.9,8.8,80,3,0.1,10,3,1,1,0.8,81,20,3.2,1.5,1.7,Social Media,2,5.0,9.8
2230,Jessica Haley,17,Other,Hernandeztown,12th,2.7,6.8,85,2,1.4,4,3,9,1,0.3,61,6,3.2,0.0,0.2,Other,2,7.1,4.9
1617,Rachel Anderson,16,Male,Lake Kimberly,11th,3.8,6.9,98,9,1.6,7,6,5,0,1.4,68,19,2.6,0.6,1.3,Gaming,7,6.6,8.7
2259,Jennifer Mclaughlin,17,Other,Lorimouth,9th,6.8,6.3,89,1,0.0,9,5,4,1,1.1,67,6,4.0,0.0,2.1,Social Media,3,5.6,10.0
2822,Michael Craig,14,Female,West Melissaburgh,9th,6.5,9.1,59,8,1.0,6,7,8,0,1.3,26,5,1.7,0.7,1.3,Gaming,3,6.2,5.9
2754,Thomas Kim,14,Male,North Gregoryside,10th,8.9,6.5,75,0,0.8,5,9,1,1,0.5,64,20,3.8,1.3,1.5,Other,2,8.4,10.0
